"abstract","web_url","snippet","lead_paragraph","print_section","print_page","pub_date","_id","word_count","uri"
"Petroleum Exporting Countries Orgn (OPEC) conf, Caracas, revd; members to work out policies on prices and profits; Geneva set as permanent hq site; other data","https://www.nytimes.com/1961/02/15/archives/world-oil-group-lists-its-goals-exporting-countries-will-work-out.html","Petroleum Exporting Countries Orgn (OPEC) conf, Caracas, revd; members to work out policies on prices and profits; Geneva set as permanent hq site; other data","","business financial","49","1961-02-15T05:00:00+0000","nyt://article/6cd91ec1-77f8-52a5-b7ee-9937a6ec9ca2",0,"nyt://article/6cd91ec1-77f8-52a5-b7ee-9937a6ec9ca2"
"Min Perez Alfonzo (Venezuela) on way to USSR to seek accord between USSR and OPEC to raise world mkt prices; sees current price artificially low","https://www.nytimes.com/1961/07/29/archives/benefit-to-all-seen.html","Min Perez Alfonzo (Venezuela) on way to USSR to seek accord between USSR and OPEC to raise world mkt prices; sees current price artificially low","","BUSINESS FINANCIAL","23","1961-07-29T05:00:00+0000","nyt://article/8abf4ee1-8531-5bbf-9bee-6588ccc089b9",0,"nyt://article/8abf4ee1-8531-5bbf-9bee-6588ccc089b9"
"Venezuela backs Iraqi plea to postpone OPEC conf, Baghdad","https://www.nytimes.com/1961/08/08/archives/caracas-backs-iraq-in-oil-parley-delay.html","Venezuela backs Iraqi plea to postpone OPEC conf, Baghdad","","BUSINESS FINANCIAL","40","1961-08-08T05:00:00+0000","nyt://article/7bbaaae0-3ae6-5c52-851a-f10d8e5eca5f",0,"nyt://article/7bbaaae0-3ae6-5c52-851a-f10d8e5eca5f"
"OPEC sets action to obtain demands from foreign cos","https://www.nytimes.com/1961/11/02/archives/oil-export-lands-to-link-demands-oil-export-lands-to-link-demands.html","OPEC sets action to obtain demands from foreign cos","","BUSINESS FINANCIAL","51","1961-11-02T05:00:00+0000","nyt://article/8b38b48d-5acf-552e-afd9-604a1df98a1c",0,"nyt://article/8b38b48d-5acf-552e-afd9-604a1df98a1c"
"Orgn of Petroleum Exporting Countries (OPEC) pub resolution calling for talks with cos over crude price rise and for member nations to devise rational price structure to guide long-term policy","https://www.nytimes.com/1962/07/03/archives/oil-group-seeks-crude-price-rise-eight-exporting-nations-call.html","Orgn of Petroleum Exporting Countries (OPEC) pub resolution calling for talks with cos over crude price rise and for member nations to devise rational price structure to guide long-term policy","","Business & Finance","28","1962-07-03T05:00:00+0000","nyt://article/d4940ea7-4258-5917-bc03-8b4aeafd6e74",0,"nyt://article/d4940ea7-4258-5917-bc03-8b4aeafd6e74"
"Petroleum Exporting Countries Orgn (OPEC) scores big Western cos 'uncompromising attitude' toward its demand for higher royalty payments for crude oil sold by its members; conf postponed","https://www.nytimes.com/1963/03/22/archives/mideast-is-irked-on-oil-royalties-exporting-lands-chide-big.html","Petroleum Exporting Countries Orgn (OPEC) scores big Western cos 'uncompromising attitude' toward its demand for higher royalty payments for crude oil sold by its members; conf postponed","","Business & Finance","11","1963-03-22T05:00:00+0000","nyt://article/d2752107-6e8e-5d06-b59e-5f18df8a801d",0,"nyt://article/d2752107-6e8e-5d06-b59e-5f18df8a801d"
"OPEC agrees to bargain collectively for better royalties from big oil cos","https://www.nytimes.com/1963/08/11/archives/better-royalties-sought-by-oil-exporting-countries.html","OPEC agrees to bargain collectively for better royalties from big oil cos","","Business & Finance","114","1963-08-11T05:00:00+0000","nyt://article/70baa3bb-b351-5b52-a3e4-5ed4b5e91ab4",0,"nyt://article/70baa3bb-b351-5b52-a3e4-5ed4b5e91ab4"
"Saudi Arabian Min al-Yamani opposes Takiri suggestion, news conf; cos concerned over paper read to petroleum cong by Petroleum Exporting Countries Orgn (OPEC) attacking present 50-50 profit split for cos and nations","https://www.nytimes.com/1963/11/09/archives/5050-pattern-attacked.html","Saudi Arabian Min al-Yamani opposes Takiri suggestion, news conf; cos concerned over paper read to petroleum cong by Petroleum Exporting Countries Orgn (OPEC) attacking present 50-50 profit split for cos and nations","","Business & Finance","52","1963-11-09T05:00:00+0000","nyt://article/3e482b8e-872b-520e-ab6d-74e38fb390c4",0,"nyt://article/3e482b8e-872b-520e-ab6d-74e38fb390c4"
"OPEC rejects major cos offer on royalties; sets Dec 24 conf to decide on action if talks with cos break down","https://www.nytimes.com/1963/12/07/archives/mideast-nations-reject-oil-offer.html","OPEC rejects major cos offer on royalties; sets Dec 24 conf to decide on action if talks with cos break down","","Business & Finance","54","1963-12-07T05:00:00+0000","nyt://article/82ab2526-7c60-59dc-8104-dbcfa62f3b4f",0,"nyt://article/82ab2526-7c60-59dc-8104-dbcfa62f3b4f"
"Orgn of Petroleum Exporting Countries (OPEC) ends conf, Riyadh, Saudi Arabia; passes 6 resolutions, to be held secret until all members approve, on higher royalties and prices","https://www.nytimes.com/1964/01/01/archives/oil-nations-vote-for-rise-in-price-experting-countries-keep-royalty.html","Orgn of Petroleum Exporting Countries (OPEC) ends conf, Riyadh, Saudi Arabia; passes 6 resolutions, to be held secret until all members approve, on higher royalties and prices","DAMASCUS, Syria, Dec. 31 (AP)—The Organization of Petroleum Exporting Countries passed six resolutions in Riyadh, capital of Saudi Arabia, today about its long‐pending demands on the major oil companies for higher Middle East oil prices and royalties.",NA,"29","1964-01-01T05:00:00+0000","nyt://article/e3bb821c-726b-5350-9890-994b70fa6aa0",387,"nyt://article/e3bb821c-726b-5350-9890-994b70fa6aa0"
"Orgn of Petroleum Exporting Countries (OPEC) talks with cos on more royalty payments strike snag; latest talks started in Geneva Mar 11; Iraq broke off talks with refusal to accept cos condition on settlement of outstanding disputes; payment, revenue and production situation revd; charts","https://www.nytimes.com/1964/03/29/archives/mideastern-oil-talks-strike-a-snag.html","Orgn of Petroleum Exporting Countries (OPEC) talks with cos on more royalty payments strike snag; latest talks started in Geneva Mar 11; Iraq broke off talks with refusal to accept cos condition on settlement of outstanding disputes; payment, reve...","Discussions between oil companies and Middle Eastern nations have been broken off in what appears to be a temporary impasse.","F","1","1964-03-29T05:00:00+0000","nyt://article/92ca9dc9-e419-5525-97cc-641ced27fe5a",1181,"nyt://article/92ca9dc9-e419-5525-97cc-641ced27fe5a"
"OPEC begins 3-day council meeting, Geneva; ltd progress in royalties dispute reptd","https://www.nytimes.com/1964/04/07/archives/some-progress-reported-in-oilroyalties-dispute.html","OPEC begins 3-day council meeting, Geneva; ltd progress in royalties dispute reptd","GENEVA, April 6 (UPI)—Oil‐producing countries and oil companies have made only limited progress in their attempts to settle the dispute over royalties, it was reported today as the Organization of Petroleum Exporting Countries began a three‐day council meeting here,",NA,"52","1964-04-07T05:00:00+0000","nyt://article/9cd49462-1168-5a8b-9d32-9ea75ec1f6d4",94,"nyt://article/9cd49462-1168-5a8b-9d32-9ea75ec1f6d4"
"OPEC consults, Beirut, on cos proposals to increase member nations share of revenues","https://www.nytimes.com/1964/10/02/archives/six-middle-east-nations-meet-to-discuss-oil-stand.html","OPEC consults, Beirut, on cos proposals to increase member nations share of revenues","BEIRUT, Lebanon, Oct. 1 —Six Middle Eastern petroleum exporting countries consulted here today on proposals to increase their share of oil revenues.",NA,"55","1964-10-02T05:00:00+0000","nyt://article/414a4cec-44ef-5465-8557-e15625bbd76c",157,"nyt://article/414a4cec-44ef-5465-8557-e15625bbd76c"
"Orgn of Petroleum Exporting Countries vows support to member countries where oil cos manipulate production against natl interest","https://www.nytimes.com/1966/06/06/archives/opec-supports-action-against-oil-manipulation.html","Orgn of Petroleum Exporting Countries vows support to member countries where oil cos manipulate production against natl interest","","Business & Finance","66","1966-06-06T05:00:00+0000","nyt://article/08226cbf-fa64-51f1-8ecf-10da2a7c754e",0,"nyt://article/08226cbf-fa64-51f1-8ecf-10da2a7c754e"
"OPEC meets to discuss oil situation; participating nations noted; conf headed by Dr H Kamel","https://www.nytimes.com/1967/09/16/archives/arabs-in-oil-talks.html","OPEC meets to discuss oil situation; participating nations noted; conf headed by Dr H Kamel","","Business & Finance","49","1967-09-16T05:00:00+0000","nyt://article/ef66c052-bc74-52ca-b78b-73a145b4c02b",0,"nyt://article/ef66c052-bc74-52ca-b78b-73a145b4c02b"
"Orgn of Petroleum Exporting Countries (OPEC) begins emergency meeting, Beirut, to consider royalties conflict between 5 of its 9 members and foreign cos; Saudi Arabia, Kuwait, Libya, Qatar and Iran are asking for cancellation of 6.5% allowance which 8 Western-owned oil cos were granted on posted prices under '64 royalty agreements","https://www.nytimes.com/1968/01/09/archives/parley-airs-fight-over-oil-royalties.html","Orgn of Petroleum Exporting Countries (OPEC) begins emergency meeting, Beirut, to consider royalties conflict between 5 of its 9 members and foreign cos; Saudi Arabia, Kuwait, Libya, Qatar and Iran are asking for cancellation of 6.5% allowance whi...","",NA,"68","1968-01-09T05:00:00+0000","nyt://article/ad8ba4ed-59a9-5c02-831d-a8dbc78c243c",0,"nyt://article/ad8ba4ed-59a9-5c02-831d-a8dbc78c243c"
"OPEC accepts offer from 4 Amer cos submitted by Arabian-Amer Oil (Aramco) raising cost of Mideast oil; move seen as warding off possible sanctions against world's major concerns; terms of offer, although not disclosed, deal with allowances that cut co income taxes offer would have to be followed by oil cos operating in 5 countries (Saudi Arabia, Iran, Kuwait, Libya and Qatar); Occidental Petroleum says it will not be affected by policies accepted by countries","https://www.nytimes.com/1968/01/10/archives/rise-in-oil-income-won-by-arab-bloc-arabbloc-wins-oil-income-rise.html","OPEC accepts offer from 4 Amer cos submitted by Arabian-Amer Oil (Aramco) raising cost of Mideast oil; move seen as warding off possible sanctions against world's major concerns; terms of offer, although not disclosed, deal with allowances that cu...","","business and finance","55","1968-01-10T05:00:00+0000","nyt://article/a73ea7bf-0459-5ace-afd7-1c4adcf6ae5e",0,"nyt://article/a73ea7bf-0459-5ace-afd7-1c4adcf6ae5e"
"OPEC urges members to explore and develop resources directly","https://www.nytimes.com/1968/07/25/archives/oil-exporters-are-urged-to-develop-own-resources.html","OPEC urges members to explore and develop resources directly","","BUSINESS AND FINANCE","52","1968-07-25T05:00:00+0000","nyt://article/09f1261d-bd35-55ec-81e0-ab2047deb8b0",0,"nyt://article/09f1261d-bd35-55ec-81e0-ab2047deb8b0"
